question|ref_ans|student_ans|accuracy|explainationWhat role does the path play in determining whether or not a switch affects a bulb?|If a bulb and a switch are in the same path the switch affects the bulb|if the switch is contained in the path with the bulb, the switch affects the bulb.|correct|: Path continues from the source to a point P. There is also a path which goes through target and at some stage in its pathway it encounters an obstacle S (either switch depicted in figure). As long as no obstacles are inside any segment of this last contiguous free-space conduit whose beginning or end is outside containment sphere
Anna wants to compare the fat in walnuts and peanuts, but she isn't sure how. Write a procedure Anna can use to compare the fat in walnuts and peanuts.|Measure out equal masses of walnuts and peanuts. Smash the samples uniformly in the same size area on brown paper. Wait the same time for each sample.|Anna can do weigh it but she will need walnuts and peanuts. And after she weighs them wait for 2 days and the check back and will know how much more fat is in them.|incorrect|: To compare the fat in walnuts and peanuts, Anna would wait until each sample had made contact with its environment for 24 hours. Then using a hammer, she could measure out equal sizes of samples from both paper towels (since their different densities will accommodate wet weights). Getting her class to devise ways that do not
When a seed germinates, why does the root grow first?|The root grows first so the root can take up water for the plant.|Because it sucks up the water as food for the plant and stem.|correct|: Though this reflects basic understanding (that plants need water), humorously expressed, it is not correct. The germinating seed puts out unequal amounts of oxygen and carbon dioxide at different times in its development; these molecules are used up by the surrounding air or soil to create an imbalance which triggers neighboring coleoptiles
The graph shows temperature data from 2 containers. One container had 100 milliliters of water and the other had 100 milliliters of dry soil. Each container was placed in the sun for 20 minutes and then in the shade for 20 minutes. Which container, A or B, had the dry soil? Explain how the graph helped you decide which container had the dry soil.|A. Dry soil heats more quickly and cools off more quickly than water. The graph shows A heats and cools more quickly than B, so A must be the dry soil.|A. Because the little things help me. All I know A is the dry soil.|incorrect|: When dry soil heats, it emits infrared radiation which warm up other materials around the dirt. So quickly the small points show all those thinginess happen very fast and we experience that as hotter than something else immediate before or after bare out.
Below is a drawing of a river that carried sand, clay, and pebbles (past the river's mouth) to a lake. Why is the clay deposited where you indicated?|The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.|The clay is like wet sand and it is by the river.|incorrect|: There is one layer of clays nestled in between the layers of sand and pebble.
Tabby made 2 solutions using the same solute and water. [Cup one has 6 spoons solute in 50 milliliters water. Cup 2 has 8 spoons solute in 50 milliliters water. Both solutions are clear with material on the bottom.] Which sentence below describes the concentrations of the 2 solutions? (A. The solutions in the cups have the same concentration.) B. Cup one has the more concentrated solution. C. Cup 2 has the more concentrated solution. D. There is not enough information to answer the question. Explain your choice.|Both solutions are saturated (as indicated by the material on the bottom) so, even though one cup has more spoonfuls of sugar, both have the same (maximum) concentration.|If you take the same amount of water and weight it will measure to the same things.|correct|: Both cups have the same volume of a saturated solution. The spoonfuls, in themselves don't add or subtract from that concentration
Maggie wanted to find out if surface area affected temperature change. She had 3 white cake pans. She filled each with 300 milliliters of water. She put one small black plastic disk in pan A, 2 in pan B, and 3 in pan C. Then she put all 3 pans in the sun. When Maggie measured the water temperature in each pan after 15 minutes, which pan do you think held the hottest water? Explain your answer.|C. Black absorbs more heat (energy) than white. Pan C has the most dark surface area so C would heat up the fastest and have the highest temperature.|C. When there are more than one thing it get hotter faster and cooler faster too.|incorrect|:
Jana and Emily used indophenol to test 3 beverages for vitamin C. The number of drops they added to make a 10 milliliter sample of the blue indophenol indicator become colorless are given here: 8 drops of Overly Orange 13 drops of Luscious Lemon 33 drops of Fruitsnap (and it still didn't change color). Does Overly Orange or Luscious Lemon contain a higher concentration of vitamin C? What is the evidence?|Overly Orange takes fewer drops to change the color of indophenol so Overly Orange has a higher concentration of vitamin C.|I think Overly Orange juice because it took less drops.|correct|: The student got this question correct because he or she saw that Overly Orange took fewer drops to change the color. This observations shows there is more vitamin C (since it changed very quickly) in an orange juice concentrate called "Overly Orange." There are many varieties of vitamins, so students knew they couldn't just
Nigel made solutions in the bottles as shown below. Solution A was 2 spoons solute in 50 milliliters water and was clear with no material on the bottom. Solution B was 4 spoons solute in 100 milliliters water and was clear with no material on the bottom. Nigel took 50 milliliters of solution from bottle A and put it in cup A and 50 milliliters of solution from bottle B and put it into cup B. He put the cups on each side of the balance. Which picture shows what would happen? A is heavier than B, B is heavier than A, (A and B are the same weight). Explain your choice.|The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.|B has more solute than A does therefore B will weigh more since the solute is equally spread.|incorrect|: When two solutions that have the same concentration and contain near equal quantities of solute and solvent weigh different, then there can be one or more explanations: Temperature affects density; humid air weighs less than dry air Glassware may vary in size (due to created during manufacturing). A scale with a sensitivity setting below 0.
Darla tied one end of a string around a doorknob and held the other end in her hand. When she plucked the string (pulled and let go quickly) she heard a sound. How would the pitch change if Darla pulled the string tighter?|When the string is tighter, the pitch will be higher.|It will change the pitch.|incorrect|: As the string is pulled tightly, a shorter length of it meets resistance against Darla's hand. The faster doorknob vibrates more quickly and therefore makes less time to complete one vibration as where there was enough space for its end' s downward movement from stroking up again repetitively during yank until coming
Emily evaporated a solution and drew a picture of the crystals that remained. Using the crystal-shape key below, what was dissolved in the solution? A. Epsom salt (B. alum) C. sodium thiosulfate.  Explain why you chose that answer.|The crystals are the same shape as the alum crystals.|I chose this answer because I remember what type it is because I remembered.|incorrect|: The crystal shape shows that the solute is an ionic compound or a salt.
Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?|The more blocks the truck carries, the less distance the truck travels in 10 seconds.|As the number of blocks increases the distance decreases.|correct|: The more blocks a truck carries, the greater burden on its motor and battery. This creates less motion with each push of the remote control button .
Kurt was investigating which objects stick to magnets. He made an entry in his science notebook and drew a picture to help explain what he did. Look what I did! I picked up a paperclip with a magnet. Then that paperclip picked up another one, and then another one. And they weren't hooked together either. All they had to do was touch each other. Explain to Kurt why he was able to pick up all those paperclips, even though the magnet was only touching the first one.|When a paperclip sticks to a magnet, the paperclip turns into a temporary magnet, so the paperclip can stick to other paperclips and other things made of iron.|The magnet magnetized the first one, then it a temporary magnet and then the next one.|correct|: I like to call this entry Kurt's 8th experiment
Look at the finger patterns below, then answer the questions. What is the same about the finger patterns?|Both finger patterns are loops.|They are loop.|correct|: The teacher repeats the target pattern with exaggerated mouth movements, pauses and cueing gestures to get students attention using listener-based cues. After several iterations of listening activity for this question "Look at the finger patterns above then answer me what's same about them" TAC 1 chk cnf
Pam and her family were planning a hike. Pam found 2 maps of the same area. Her friend recommended she use the topographic map when they went to the lake. Why would Pam's friend recommend using the topographic map for the hike?|She recommended the topographic map because the map shows the elevations along the trail. Pam would know where the trail was the steepest.|It so it better to hike. A has more lines.|incorrect|: Students think that a map showing where there are lakes and elevations is best for hiking. By modeling the snow, sand & water lesson we can make explicit why this idea isn't correct: A topographic or topo (topographical) maps doesn't tell me were the ground of our feet might get wet It
Darla tied one end of a string around a doorknob and held the other end in her hand. When she plucked the string (pulled and let go quickly) she heard a sound. How would the pitch change if Darla made the string longer?|When the string is longer, the pitch will be lower.|It would be a high pitch.|incorrect|: 1.Tthe string longer, the wavelength is shorter. 2 T note pitched lower| Ex|two long coils of wire vibrating between two magnet poles rob at a difference frequency from one short coil Q[One inch rope has 1000 feet so if it had 1043 feet would have opepold
